domain,label,source,domain_age_days
373d897a-eaa9-46a1-859d-8df24f8cdee4-00-21kjv19gwa86o.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
alarming-sane-emulatorslksdkjflknxclvjdlfkfj.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
logn-sb-rwd.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-tcuc.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
jis-129.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-f97g.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-igh3.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ioclrecruit.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
finallyinertia.top,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
www.indian-oils.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
settlexlcp.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
petrolpumpsdealerchyan.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
petrolpumpdealerchayan.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,2806
indianoilcorporationsltd.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
www.zoominfo.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
blueimpactnetwork.top,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
fitnessfanfare,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
bluemetricsolutions.top,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
marketingmedia.pro,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
marketingmediawhite.pro,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
blueorbitdigital.top,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
m.facebook.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
indianoilcorporations.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
petrolpump-ksk.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,478
info@petrolpumpsdealerschayan.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ioclapply.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
iocludr.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
petrolpumpdealervitrakchayan.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
indianoiluxtw.top,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
www.iocl-apply.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
fadedfable.digital,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
v1.mk,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
petrolpumpvitrkdealerchayan.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
liocl.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
www.iiocl.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
indanenearme.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,852
iocl.com@indolj.cyou,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
iolpoi.cyou,Phishing,mock_Mock_Data_31_07_2025.xlsx,261
indol0.cyou,Phishing,mock_Mock_Data_31_07_2025.xlsx,263
iolhah.cyou,Phishing,mock_Mock_Data_31_07_2025.xlsx,261
iolxxw.cyou,Phishing,mock_Mock_Data_31_07_2025.xlsx,254
iol68m.cyou,Phishing,mock_Mock_Data_31_07_2025.xlsx,254
iol3ax.cyou,Phishing,mock_Mock_Data_31_07_2025.xlsx,254
niclogin.co,Phishing,synthetic_v2,-1
icici-banking.xyz,Phishing,synthetic_v2,-1
hdfc-verify.net,Phishing,synthetic_v2,-1
hdfclogin.net,Phishing,synthetic_v2,-1
uidaiupdate.xyz,Phishing,synthetic_v2,-1
bob-banking.net,Phishing,synthetic_v2,-1
nic-secure.info,Phishing,synthetic_v2,-1
irctcverify.xyz,Phishing,synthetic_v2,-1
airtel-support.info,Phishing,synthetic_v2,-1
irctcsecure.info,Phishing,synthetic_v2,-1
sbiverify.org,Phishing,synthetic_v2,-1
bobsecure.xyz,Phishing,synthetic_v2,-1
sbi-help.net,Phishing,synthetic_v2,-1
bobverify.org,Phishing,synthetic_v2,-1
iocl-help.top,Phishing,synthetic_v2,-1
hdfc-verify.xyz,Phishing,synthetic_v2,-1
ioclupdate.info,Phishing,synthetic_v2,-1
iocllogin.info,Phishing,synthetic_v2,-1
pnb-support.org,Phishing,synthetic_v2,-1
uidai-help.info,Phishing,synthetic_v2,-1
nic-banking.net,Phishing,synthetic_v2,-1
irctc-banking.top,Phishing,synthetic_v2,-1
nic-support.in,Phishing,synthetic_v2,-1
iciciupdate.org,Phishing,synthetic_v2,-1
bobverify.in,Phishing,synthetic_v2,-1
sbiupdate.top,Phishing,synthetic_v2,-1
bob-support.xyz,Phishing,synthetic_v2,-1
iciciupdate.top,Phishing,synthetic_v2,-1
bobupdate.co,Phishing,synthetic_v2,-1
irctc-online.in,Phishing,synthetic_v2,-1
hdfc-secure.xyz,Phishing,synthetic_v2,-1
uidai-verify.info,Phishing,synthetic_v2,-1
pnbupdate.net,Phishing,synthetic_v2,-1
irctc-verify.info,Phishing,synthetic_v2,-1
irctcupdate.xyz,Phishing,synthetic_v2,-1
sbiverify.net,Phishing,synthetic_v2,-1
nicsecure.in,Phishing,synthetic_v2,-1
sbiupdate.co,Phishing,synthetic_v2,-1
uidai-online.info,Phishing,synthetic_v2,-1
hdfc-login.net,Phishing,synthetic_v2,-1
niclogin.info,Phishing,synthetic_v2,-1
uidai-login.xyz,Phishing,synthetic_v2,-1
iocl-support.info,Phishing,synthetic_v2,-1
pnb-secure.in,Phishing,synthetic_v2,-1
nic-online.info,Phishing,synthetic_v2,-1
hdfc-verify.in,Phishing,synthetic_v2,-1
iocl-support.net,Phishing,synthetic_v2,-1
hdfc-help.info,Phishing,synthetic_v2,-1
icici-secure.co,Phishing,synthetic_v2,-1
pnbupdate.xyz,Phishing,synthetic_v2,-1
nicsecure.xyz,Phishing,synthetic_v2,-1
uidaiverify.co,Phishing,synthetic_v2,-1
uidai-support.org,Phishing,synthetic_v2,-1
uidai-login.top,Phishing,synthetic_v2,-1
irctc-secure.org,Phishing,synthetic_v2,-1
iciciupdate.in,Phishing,synthetic_v2,-1
ioclsecure.co,Phishing,synthetic_v2,-1
uidailogin.xyz,Phishing,synthetic_v2,-1
sbi-online.in,Phishing,synthetic_v2,196
hdfc-banking.org,Phishing,synthetic_v2,-1
sbi-login.info,Phishing,synthetic_v2,-1
bobsecure.info,Phishing,synthetic_v2,-1
icici-help.top,Phishing,synthetic_v2,-1
bob-secure.in,Phishing,synthetic_v2,-1
uidai-verify.xyz,Phishing,synthetic_v2,-1
hdfclogin.org,Phishing,synthetic_v2,-1
airtel-login.in,Phishing,synthetic_v2,-1
iocl-online.in,Phishing,synthetic_v2,-1
hdfc-online.co,Phishing,synthetic_v2,-1
iocl-secure.top,Phishing,synthetic_v2,-1
airtelupdate.info,Phishing,synthetic_v2,-1
bob-login.xyz,Phishing,synthetic_v2,-1
irctc-login.org,Phishing,synthetic_v2,-1
irctclogin.co,Phishing,synthetic_v2,-1
pnbsecure.org,Phishing,synthetic_v2,-1
ioclverify.net,Phishing,synthetic_v2,-1
pnb-online.info,Phishing,synthetic_v2,-1
ioclverify.co,Phishing,synthetic_v2,-1
icici-login.top,Phishing,synthetic_v2,-1
sbi-secure.info,Phishing,synthetic_v2,-1
pnb-secure.xyz,Phishing,synthetic_v2,-1
iocl-banking.org,Phishing,synthetic_v2,-1
irctcupdate.in,Phishing,synthetic_v2,-1
hdfc-help.co,Phishing,synthetic_v2,-1
sbi-support.xyz,Phishing,synthetic_v2,-1
uidaiverify.xyz,Phishing,synthetic_v2,-1
icici-login.co,Phishing,synthetic_v2,-1
pnb-banking.org,Phishing,synthetic_v2,-1
boblogin.top,Phishing,synthetic_v2,-1
icici-support.top,Phishing,synthetic_v2,-1
uidai-login.co,Phishing,synthetic_v2,-1
hdfc-update.info,Phishing,synthetic_v2,-1
sbiupdate.org,Phishing,synthetic_v2,-1
hdfc.secure--update.net,Phishing,synthetic_v2,-1
iocl.service--banking.top,Phishing,synthetic_v2,-1
sbi.secure-secure.xyz,Phishing,synthetic_v2,-1
irctc.service--online.in,Phishing,synthetic_v2,-1
nic.service--login.co,Phishing,synthetic_v2,-1
bob.service--login.co,Phishing,synthetic_v2,-1
uidai.check--verify.org,Phishing,synthetic_v2,-1
irctc.portal--support.co,Phishing,synthetic_v2,-1
uidai.portal--support.in,Phishing,synthetic_v2,-1
bob.secure--secure.org,Phishing,synthetic_v2,-1
sbi.service--banking.info,Phishing,synthetic_v2,-1
bob.service--update.co,Phishing,synthetic_v2,-1
bob.check--support.top,Phishing,synthetic_v2,-1
irctc.secure-secure.in,Phishing,synthetic_v2,-1
pnb.secure-verify.net,Phishing,synthetic_v2,-1
airtel.secure--help.in,Phishing,synthetic_v2,-1
irctc.service-login.net,Phishing,synthetic_v2,-1
airtel.secure-verify.net,Phishing,synthetic_v2,-1
bob.secure--secure.xyz,Phishing,synthetic_v2,-1
bob.service--online.org,Phishing,synthetic_v2,-1
pnb.check--update.xyz,Phishing,synthetic_v2,-1
uidai.secure--help.org,Phishing,synthetic_v2,-1
pnb.portal-update.top,Phishing,synthetic_v2,-1
hdfc.secure-update.net,Phishing,synthetic_v2,-1
sbi.service-verify.xyz,Phishing,synthetic_v2,-1
iocl.portal--online.xyz,Phishing,synthetic_v2,-1
bob.secure-secure.net,Phishing,synthetic_v2,-1
icici.secure-verify.info,Phishing,synthetic_v2,-1
irctc.portal--update.xyz,Phishing,synthetic_v2,-1
sbi.secure--update.xyz,Phishing,synthetic_v2,-1
icici.service--update.org,Phishing,synthetic_v2,-1
icici.secure-verify.co,Phishing,synthetic_v2,-1
irctc.service--support.top,Phishing,synthetic_v2,-1
icici.check--secure.net,Phishing,synthetic_v2,-1
sbi.secure--verify.info,Phishing,synthetic_v2,-1
irctc.check--help.net,Phishing,synthetic_v2,-1
irctc.secure--secure.in,Phishing,synthetic_v2,-1
hdfc.portal-update.co,Phishing,synthetic_v2,-1
pnb.secure--update.net,Phishing,synthetic_v2,-1
irctc.portal-verify.top,Phishing,synthetic_v2,-1
icici.service--secure.top,Phishing,synthetic_v2,-1
nic.portal--help.xyz,Phishing,synthetic_v2,-1
icici.check--online.co,Phishing,synthetic_v2,-1
hdfc.service--banking.net,Phishing,synthetic_v2,-1
hdfc.secure-secure.info,Phishing,synthetic_v2,-1
pnb.portal--update.info,Phishing,synthetic_v2,-1
icici.secure--support.top,Phishing,synthetic_v2,-1
sbi.check--banking.net,Phishing,synthetic_v2,-1
hdfc.check--online.xyz,Phishing,synthetic_v2,-1
sbi.service-login.net,Phishing,synthetic_v2,-1
iocl.check--update.co,Phishing,synthetic_v2,-1
hdfc.check--update.info,Phishing,synthetic_v2,-1
icici.portal--help.info,Phishing,synthetic_v2,-1
pnb.check--login.co,Phishing,synthetic_v2,-1
pnb.portal--banking.top,Phishing,synthetic_v2,-1
bob.check--help.info,Phishing,synthetic_v2,-1
uidai.secure-secure.co,Phishing,synthetic_v2,-1
hdfc.check--login.in,Phishing,synthetic_v2,-1
irctc.service--support.xyz,Phishing,synthetic_v2,-1
bob.portal--update.co,Phishing,synthetic_v2,-1
uidai.portal-update.info,Phishing,synthetic_v2,-1
irctc.check--update.net,Phishing,synthetic_v2,-1
hdfc.secure--support.top,Phishing,synthetic_v2,-1
icici.portal--online.org,Phishing,synthetic_v2,-1
nic.service--secure.net,Phishing,synthetic_v2,-1
bob.check-update.xyz,Phishing,synthetic_v2,-1
sbi.secure--secure.co,Phishing,synthetic_v2,-1
sbi.check-update.net,Phishing,synthetic_v2,-1
sbi.check--login.xyz,Phishing,synthetic_v2,-1
uidai.secure--banking.net,Phishing,synthetic_v2,-1
iocl.check--online.xyz,Phishing,synthetic_v2,-1
sbi.check--online.in,Phishing,synthetic_v2,-1
hdfc.check--login.info,Phishing,synthetic_v2,-1
nic.service-update.org,Phishing,synthetic_v2,-1
nic.service--help.info,Phishing,synthetic_v2,-1
airtel.secure--support.info,Phishing,synthetic_v2,-1
iocl.service-secure.net,Phishing,synthetic_v2,-1
icici.check-login.co,Phishing,synthetic_v2,-1
uidai.service--support.co,Phishing,synthetic_v2,-1
uidai.secure--online.co,Phishing,synthetic_v2,-1
bob.portal--verify.org,Phishing,synthetic_v2,-1
iocl.secure--banking.top,Phishing,synthetic_v2,-1
iocl.secure--help.xyz,Phishing,synthetic_v2,-1
icici.check-secure.xyz,Phishing,synthetic_v2,-1
bob.portal-login.xyz,Phishing,synthetic_v2,-1
bob.check-login.top,Phishing,synthetic_v2,-1
bob.secure--login.top,Phishing,synthetic_v2,-1
pnb.service--login.net,Phishing,synthetic_v2,-1
airtel.service--secure.org,Phishing,synthetic_v2,-1
icici.service-secure.in,Phishing,synthetic_v2,-1
bob.portal--secure.top,Phishing,synthetic_v2,-1
pnb.check-update.info,Phishing,synthetic_v2,-1
airtel.secure--secure.net,Phishing,synthetic_v2,-1
uidai.service-secure.info,Phishing,synthetic_v2,-1
uidai.portal--banking.co,Phishing,synthetic_v2,-1
pnb.secure--online.co,Phishing,synthetic_v2,-1
sbi.secure--support.org,Phishing,synthetic_v2,-1
airtel.secure--update.net,Phishing,synthetic_v2,-1
nic.service--banking.xyz,Phishing,synthetic_v2,-1
pnb.check-secure.xyz,Phishing,synthetic_v2,-1
acceso-al-correo-electronico.webflow.io,Phishing,phishtank,-1
login.marineelectronicscheap.com,Phishing,phishtank,-1
pay.promoativadalinha.top,Phishing,phishtank,-1
ineffable-unicorn-195997.framer.app,Phishing,phishtank,-1
pay.pagamento-desconto-aprovado.com,Phishing,phishtank,-1
pay.paypagementoseguroltda.site,Phishing,phishtank,-1
finalizar-pendencia.vercel.app,Phishing,phishtank,-1
storage.googleapis.com,Phishing,phishtank,-1
docs.google.com,Phishing,phishtank,-1
portalsemanafeirao.vercel.app,Phishing,phishtank,-1
v0-pagina-inicial-com-imagens.vercel.app,Phishing,phishtank,-1
pub-f73adf40cab64201b704a66989da48e2.r2.dev,Phishing,phishtank,-1
kemmler-electronic.com,Phishing,phishtank,8516
unicampbr2.ukit.me,Phishing,phishtank,-1
organic-grammar-461746.framer.app,Phishing,phishtank,-1
nic-uniza-sk.weebly.com,Phishing,phishtank,-1
tbaytelcommunicationservicemember.weebly.com,Phishing,phishtank,-1
rackingindia.com,Phishing,phishtank,4129
loginprincipalinicios.pages.dev,Phishing,phishtank,-1
loginprincipalinicioyaas.pages.dev,Phishing,phishtank,-1
app.bonuspromocao.pro,Phishing,phishtank,-1
ofertasfinanceirasbr.vercel.app,Phishing,phishtank,-1
pay.finalize-aqui-seu-pedido.shop,Phishing,phishtank,-1
bt-communications-100923.weeblysite.com,Phishing,phishtank,-1
allegrolokalnie.pl-576183681.cfd,Phishing,phishtank,-1
suportenetpjempresa.digital,Phishing,phishtank,-1
loginprincipalinicioya.pages.dev,Phishing,phishtank,-1
austria-bank-login--hshssh2737.replit.app,Phishing,phishtank,-1
doc-exodusweb3.nicepage.io,Phishing,phishtank,-1
exodus-web.nicepage.io,Phishing,phishtank,-1
www.venicecanoe.com,Phishing,phishtank,-1
venicecanoe.com,Phishing,phishtank,7795
seguniao.pro,Phishing,phishtank,-1
organic-darling-060049.framer.app,Phishing,phishtank,-1
myportal.qmagnaindia.com,Phishing,phishtank,-1
nodry-owa-ozu.matt770555.workers.dev,Phishing,phishtank,-1
www.excitonicpair.cfd,Phishing,phishtank,-1
recepcioncfdisimm-fkhudhe6a7bzdeau.southcentralus-01.azurewebsites.net,Phishing,phishtank,-1
technical-world-186128.framer.app,Phishing,phishtank,-1
indianplacements.co.in,Phishing,phishtank,6396
iniciodesesionuniversidadcentraldelecuador.weebly.com,Phishing,phishtank,-1
webappsecureaccontswdtifdhger.nicguymosadpcu.biz.id,Phishing,phishtank,-1
mailservercommunication.weebly.com,Phishing,phishtank,-1
bricksmasons.org,Phishing,phishtank,320
organicshop99.com,Phishing,phishtank,118
iniciodesesion.framer.ai,Phishing,phishtank,-1
organic-line-084152.framer.app,Phishing,phishtank,-1
monicabrose.shop,Phishing,phishtank,-1
acceclientnickel.cloudaccess.host,Phishing,phishtank,-1
clinicaroua.ro,Phishing,phishtank,3962
val1dardatosbio.webcindario.com,Phishing,phishtank,-1
pay.promojanlinha.top,Phishing,phishtank,-1
dry-owa-ozu.matt770555.workers.dev,Phishing,phishtank,-1
communicative-selfies-758414.framer.app,Phishing,phishtank,-1
mechanicsbank-business.co.com,Phishing,phishtank,-1
clinicanewlifeprime.com.br,Phishing,phishtank,-1
serviciosbilbao.cl,Phishing,phishtank,6075
metrixor.com,Phishing,phishtank,-1
app.maispromos.online,Phishing,phishtank,-1
app.biapontosmax.pro,Phishing,phishtank,-1
newcrystoprbjmanagementindia.com,Phishing,phishtank,229
pronicardevserv.webcindario.com,Phishing,phishtank,-1
is.gd,Phishing,phishtank,6754
seg-social.at,Phishing,phishtank,-1
portaldeinicio.webcindario.com,Phishing,phishtank,-1
15253055.solarmonkey.sk,Phishing,phishtank,-1
canal-digital-web.vercel.app,Phishing,phishtank,-1
fqyuanmo.com,Phishing,phishtank,3704
a-comunicacion.com,Phishing,phishtank,-1
loteriascaixaonlline-gov-l1.vercel.app,Phishing,phishtank,-1
bnicrflre.com,Phishing,phishtank,79
iniciio-pr0duban.webcindario.com,Phishing,phishtank,-1
peeldsb-rnicrosoft-login.work.gd,Phishing,phishtank,-1
statsf-tm.everesttech.net,Phishing,phishtank,-1
produ-inici0.webcindario.com,Phishing,phishtank,-1
inicio-pr0du.webcindario.com,Phishing,phishtank,-1
produinicio.webcindario.com,Phishing,phishtank,-1
nickmacdonald111.wixsite.com,Phishing,phishtank,-1
nickrushbrooke2.wixsite.com,Phishing,phishtank,-1
ecuadordainicio.webcindario.com,Phishing,phishtank,-1
finichdeliv.wpenginepowered.com,Phishing,phishtank,-1
inicioprodu.webcindario.com,Phishing,phishtank,-1
alimentiumconnectwebapi.azurewebsites.net,Phishing,phishtank,-1
www.musical.gr,Phishing,phishtank,-1
tbaytelcommunications.weebly.com,Phishing,phishtank,-1
isonic.weebly.com,Phishing,phishtank,-1
nichole-martins-074jk45-access-now.weebly.com,Phishing,phishtank,-1
united-internet-d.openx.net,Phishing,phishtank,-1
iniciobienvenido.webcindario.com,Phishing,phishtank,-1
csbim-connect.web.app,Phishing,phishtank,-1
csbim-connect.firebaseapp.com,Phishing,phishtank,-1
dagroupindia.com,Phishing,phishtank,3004
www.dropbox.com,Phishing,phishtank,-1
pt.seg-social.at,Phishing,phishtank,-1
iniciar-credito.webcindario.com,Phishing,phishtank,-1
2fkcz7.share-eu1.hsforms.com,Phishing,phishtank,-1
1my65.trk.elasticemail.com,Phishing,phishtank,-1
nonenforceable976.cyltra.onl,Phishing,phishtank,-1
incometaxrefund.wixstudio.com,Phishing,phishtank,-1
nickygile330.mvt.so,Phishing,phishtank,-1
s-cas-unicaen-fr.weebly.com,Phishing,phishtank,-1
whitepinecl.com,Phishing,phishtank,1539
usbitt.weebly.com,Phishing,phishtank,-1
itsbio.link,Phishing,phishtank,1771
flagcollection.com,Phishing,phishtank,9282
osm.hlidskjalf.is,Phishing,phishtank,-1
www.flagcollection.com,Phishing,phishtank,-1
en.schlosshotel-zdikov.de,Phishing,phishtank,-1
www.amiga68k.de,Phishing,phishtank,-1
aplitaworld.com,Phishing,phishtank,1966
amiga68k.de,Phishing,phishtank,-1
app.cronogramaresgate.click,Phishing,phishtank,179
indiapost-in-govin.click,Phishing,phishtank,197
bafkreicjbo6ztthldlxtmc4sd4hmtqyjt7gysfknij5qtobvxe3wllrsbi.ipfs.dweb.link,Phishing,phishtank,3301
inicio-promerica.webcindario.com,Phishing,phishtank,-1
bafkreidrnxoveikateiqzhnpnb5fzdegpjpspbm3htagn3574amwuzzjkq.ipfs.dweb.link,Phishing,phishtank,3301
bafkreibc53h7prboy5niccdnegrk54tj37bo3dnv4qywissdth7t5cv2qa.ipfs.dweb.link,Phishing,phishtank,3301
bafkreic5d4mm5f3gg4qzvy3jezgwmgo2qzc7wyfy7iunicqyuxvgg5kmje.ipfs.dweb.link,Phishing,phishtank,3301
bafkreibffjyduvy7m3v6x7bkfxgtyl6xrrx7zzfexamxhuhxmnic4g6llu.ipfs.dweb.link,Phishing,phishtank,3301
bafkreifr6zy62mctuccuqfxrhi5suueyhza35h44qqpm6oq7r3pnb7iur4.ipfs.dweb.link,Phishing,phishtank,-1
bafkreif5txdxel3kelxzpnbjeg4pdp5exkwi2ciwgbeed53pwqsoykj2qm.ipfs.dweb.link,Phishing,phishtank,3301
href.li,Phishing,phishtank,-1
notifyingtelekommunications.weebly.com,Phishing,phishtank,-1
iniciar-sesion12.webcindario.com,Phishing,phishtank,-1
iniciar-authbn.webcindario.com,Phishing,phishtank,-1
1meqo.trk.elasticemail.com,Phishing,phishtank,-1
sbisec-jp.games258.com,Phishing,phishtank,-1
verificacfdi.facturaelectronica.sat.gob.mx.sisems.es.validaciondelicencia.com,Phishing,phishtank,-1
unicaen0.weebly.com,Phishing,phishtank,-1
kutt.it,Phishing,phishtank,3007
mailchoiceindia.weebly.com,Phishing,phishtank,-1
networkingtelekomunication.weebly.com,Phishing,phishtank,-1
autocommunication.weebly.com,Phishing,phishtank,-1
xn--actualitzacidecorreuelectrnicdegencatweb-k3d1a.weebly.com,Phishing,phishtank,-1
rainbowcommunication.com.bd,Phishing,phishtank,-1
mypnbkewane.weebly.com,Phishing,phishtank,-1
tienda.reduxclinica.com.ec,Phishing,phishtank,-1
hrbt1e6567m8-pages-dev.translate.goog,Phishing,phishtank,-1
qa0sb4mjucd7-pages-dev.translate.goog,Phishing,phishtank,-1
l2xh2ov6ux3un-pages-dev.translate.goog,Phishing,phishtank,-1
540qkoz4qdqpx-pages-dev.translate.goog,Phishing,phishtank,-1
o505lyw4d0okd-pages-dev.translate.goog,Phishing,phishtank,-1
vdlvz5eh08yw1-pages-dev.translate.goog,Phishing,phishtank,-1
kxgs92v9o27q8-pages-dev.translate.goog,Phishing,phishtank,-1
bp3458eyjeik3h-pages-dev.translate.goog,Phishing,phishtank,-1
nn5dd0yfca0os-pages-dev.translate.goog,Phishing,phishtank,-1
ema4jz0bkzvsj-pages-dev.translate.goog,Phishing,phishtank,-1
gn31mm483m8eu-pages-dev.translate.goog,Phishing,phishtank,-1
h1cfjr47pth218.pages.dev,Phishing,phishtank,-1
ek7n2cbxnbvngz-pages-dev.translate.goog,Phishing,phishtank,-1
dcg7wx0jdvlnn-pages-dev.translate.goog,Phishing,phishtank,-1
pqzhgfx8qww11g-pages-dev.translate.goog,Phishing,phishtank,-1
zjda2nhrhy8mrf-pages-dev.translate.goog,Phishing,phishtank,-1
bs6lum61rjw5co-pages-dev.translate.goog,Phishing,phishtank,-1
h1cfjr47pth218-pages-dev.translate.goog,Phishing,phishtank,-1
iszmzjsildwe.blogspot.com,Phishing,phishtank,-1
vevqfe243-pages-dev.translate.goog,Phishing,phishtank,-1
wvv2v224-pages-dev.translate.goog,Phishing,phishtank,-1
9h3evw7i1f6d-pages-dev.translate.goog,Phishing,phishtank,-1
xdl82h0t2swf-pages-dev.translate.goog,Phishing,phishtank,-1
wtx0v4wp17yh-pages-dev.translate.goog,Phishing,phishtank,-1
yj728x7pu3o4-pages-dev.translate.goog,Phishing,phishtank,-1
sonicalerexzm.weebly.com,Phishing,phishtank,-1
sonic-secure1.weebly.com,Phishing,phishtank,-1
xn--soporteporcorreoelectrnicodelauniversidaduct0909-wve.weebly.com,Phishing,phishtank,-1
ant.com.vn,Phishing,phishtank,-1
netzerolinkwebcommunicationservice.weebly.com,Phishing,phishtank,-1
sonic999.weebly.com,Phishing,phishtank,-1
imagemcisp.com.br,Phishing,phishtank,-1
shentelcommunicatiionsserverupgrade.weebly.com,Phishing,phishtank,-1
l0ginsecion.webcindario.com,Phishing,phishtank,-1
attcomunicationsupport.weebly.com,Phishing,phishtank,-1
l.wl.co,Phishing,phishtank,-1
iniciar-correo-web.weebly.com,Phishing,phishtank,-1
nicoleclark332144.github.io,Phishing,phishtank,-1
hasgoodtools.com,Phishing,phishtank,-1
forcarorbike.com,Phishing,phishtank,-1
iniciosecurity1.webcindario.com,Phishing,phishtank,-1
url.emailprotection.link,Phishing,phishtank,3162
bellrushhoursbills.weebly.com,Phishing,phishtank,-1
marketplace-item-details-87452610.zya.me,Phishing,phishtank,-1
niconbvmvvnmx.weebly.com,Phishing,phishtank,-1
auburn-unicu-acc-sc.weebly.com,Phishing,phishtank,-1
tbaytellcommunication.weebly.com,Phishing,phishtank,-1
qrco.de,Phishing,phishtank,-1
bizasvanicar.webcindario.com,Phishing,phishtank,-1
vm02.viptronica.com,Phishing,phishtank,-1
scientific-calculator-canicomp.web.app,Phishing,phishtank,-1
scientific-calculator-canicomp.firebaseapp.com,Phishing,phishtank,-1
bttelecomunication.w3spaces.com,Phishing,phishtank,-1
spikenow.com,Phishing,phishtank,3316
thecapitalindian.co.uk,Phishing,phishtank,-1
britishtelecommunicationbil.w3spaces.com,Phishing,phishtank,-1
britishtelecommunicationbill.w3spaces.com,Phishing,phishtank,-1
sunpasstollsbill.com,Phishing,phishtank,618
b-t-coomunicationspage.w3spaces.com,Phishing,phishtank,-1
website6275565.nicepage.io,Phishing,phishtank,-1
connecticuttechnicalupdate4422.ukit.me,Phishing,phishtank,-1
www.dakshcommunication.in,Phishing,phishtank,4587
notedefraisbist.web.app,Phishing,phishtank,-1
notedefraisbist.firebaseapp.com,Phishing,phishtank,-1
usebiolink.com,Phishing,phishtank,1268
gatewaytechnicalcollege.ukit.me,Phishing,phishtank,-1
nicheuniversal.ukit.me,Phishing,phishtank,-1
linknbio.com,Phishing,phishtank,1703
inicio-decompras.webcindario.com,Phishing,phishtank,-1
anular-ahora.webcindario.com,Phishing,phishtank,-1
provicomprascom.webcindario.com,Phishing,phishtank,-1
provicomprass.webcindario.com,Phishing,phishtank,-1
cancelaciones-ar.webcindario.com,Phishing,phishtank,-1
inicio-inicio.webcindario.com,Phishing,phishtank,-1
provinciatoken24.webcindario.com,Phishing,phishtank,-1
bipcompras-ar.webcindario.com,Phishing,phishtank,-1
anular-compras.webcindario.com,Phishing,phishtank,-1
ply-cfbindiana.web.app,Phishing,phishtank,-1
ply-cfbindiana.firebaseapp.com,Phishing,phishtank,-1
iniciarcuscatlan.webcindario.com,Phishing,phishtank,-1
indianastateuniverityaccountupdate.ukit.me,Phishing,phishtank,-1
comprastokenar.webcindario.com,Phishing,phishtank,-1
comprastokenbip.webcindario.com,Phishing,phishtank,-1
bipcancelarnett.webcindario.com,Phishing,phishtank,-1
biptokencompra.webcindario.com,Phishing,phishtank,-1
bipcancelarnet.webcindario.com,Phishing,phishtank,-1
bipcancelarr.webcindario.com,Phishing,phishtank,-1
ingresa-inicio.webcindario.com,Phishing,phishtank,-1
